Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas3043     Pavarde3043    3    5    5    1    4    8       
Vardas3044     Pavarde3044    2    5    10   6    8    8       
Vardas3045     Pavarde3045    3    9    5    5    5    2       
Vardas3046     Pavarde3046    9    8    10   9    4    6       
Vardas3047     Pavarde3047    6    1    8    1    6    1       
Vardas3048     Pavarde3048    2    4    1    1    8    5       
Vardas3049     Pavarde3049    5    6    10   3    4    3       
Vardas3050     Pavarde3050    4    9    1    8    7    1       
Vardas3051     Pavarde3051    6    10   5    10   5    3       
Vardas3052     Pavarde3052    9    3    3    10   2    9       
Vardas3053     Pavarde3053    2    10   3    10   6    9       
Vardas3054     Pavarde3054    6    9    7    8    3    8       
Vardas3055     Pavarde3055    2    10   5    4    6    7       
Vardas3056     Pavarde3056    6    1    9    6    2    7       
Vardas3057     Pavarde3057    7    10   10   6    6    10      
Vardas3058     Pavarde3058    9    4    5    8    6    10      
Vardas3059     Pavarde3059    2    7    5    4    8    4       
Vardas3060     Pavarde3060    9    6    4    8    3    8       
Vardas3061     Pavarde3061    9    2    2    8    10   10      
Vardas3062     Pavarde3062    10   10   4    6    4    5       
Vardas3063     Pavarde3063    1    4    10   9    10   1       
Vardas3064     Pavarde3064    5    1    9    9    9    8       
Vardas3065     Pavarde3065    2    6    8    10   2    9       
Vardas3066     Pavarde3066    7    2    2    7    6    1       
Vardas3067     Pavarde3067    8    4    9    10   1    7       
Vardas3068     Pavarde3068    7    3    5    4    3    5       
Vardas3069     Pavarde3069    10   5    1    1    6    1       
Vardas3070     Pavarde3070    3    2    3    4    5    2       
Vardas3071     Pavarde3071    6    6    3    7    3    3       
Vardas3072     Pavarde3072    5    7    8    10   9    8       
Vardas3073     Pavarde3073    10   3    7    2    7    10      
Vardas3074     Pavarde3074    10   7    2    1    3    3       
Vardas3075     Pavarde3075    8    7    5    4    7    1       
Vardas3076     Pavarde3076    5    8    3    1    7    7       
Vardas3077     Pavarde3077    3    4    6    9    4    7       
Vardas3078     Pavarde3078    10   3    8    6    4    8       
Vardas3079     Pavarde3079    4    4    2    4    10   7       
Vardas3080     Pavarde3080    7    9    3    7    9    8       
Vardas3081     Pavarde3081    6    5    6    9    6    2       
Vardas3082     Pavarde3082    8    1    2    3    5    2       
Vardas3083     Pavarde3083    4    5    6    3    6    7       
Vardas3084     Pavarde3084    9    4    8    2    7    5       
Vardas3085     Pavarde3085    4    4    6    8    6    4       
Vardas3086     Pavarde3086    3    5    3    2    2    6       
Vardas3087     Pavarde3087    9    3    3    6    4    2       
Vardas3088     Pavarde3088    3    9    6    5    6    7       
Vardas3089     Pavarde3089    9    10   10   6    9    8       
Vardas3090     Pavarde3090    1    9    5    7    5    3       
Vardas3091     Pavarde3091    4    10   4    2    3    3       
Vardas3092     Pavarde3092    7    7    5    8    2    3       
Vardas3093     Pavarde3093    1    8    7    4    9    6       
Vardas3094     Pavarde3094    5    1    5    3    5    1       
Vardas3095     Pavarde3095    2    10   3    4    8    8       
Vardas3096     Pavarde3096    3    1    10   7    5    7       
Vardas3097     Pavarde3097    5    6    8    3    5    3       
Vardas3098     Pavarde3098    1    7    10   3    7    6       
Vardas3099     Pavarde3099    7    8    10   2    2    8       
Vardas3100     Pavarde3100    1    6    8    8    1    7       
Vardas3101     Pavarde3101    9    7    2    1    10   1       
Vardas3102     Pavarde3102    10   8    1    3    5    10      
Vardas3103     Pavarde3103    3    5    10   5    6    5       
Vardas3104     Pavarde3104    9    6    6    5    9    4       
Vardas3105     Pavarde3105    8    9    3    3    4    8       
Vardas3106     Pavarde3106    4    2    9    8    3    1       
Vardas3107     Pavarde3107    6    6    1    8    5    6       
Vardas3108     Pavarde3108    10   10   6    2    7    4       
Vardas3109     Pavarde3109    5    10   6    1    9    1       
Vardas3110     Pavarde3110    4    10   3    10   3    8       
Vardas3111     Pavarde3111    4    9    2    7    9    1       
Vardas3112     Pavarde3112    2    8    2    2    10   7       
Vardas3113     Pavarde3113    4    2    2    2    10   3       
Vardas3114     Pavarde3114    3    7    5    5    6    2       
Vardas3115     Pavarde3115    4    10   4    3    9    1       
Vardas3116     Pavarde3116    7    6    6    7    3    3       
Vardas3117     Pavarde3117    7    9    7    3    4    3       
Vardas3118     Pavarde3118    2    6    9    9    8    7       
Vardas3119     Pavarde3119    4    3    5    7    2    4       
Vardas3120     Pavarde3120    9    6    10   3    7    7       
Vardas3121     Pavarde3121    5    9    8    7    2    2       
Vardas3122     Pavarde3122    8    7    7    2    3    7       
Vardas3123     Pavarde3123    10   6    6    7    3    5       
Vardas3124     Pavarde3124    8    4    3    2    5    10      
Vardas3125     Pavarde3125    7    4    4    10   2    1       
Vardas3126     Pavarde3126    5    3    8    10   6    2       
Vardas3127     Pavarde3127    4    8    9    6    6    5       
Vardas3128     Pavarde3128    2    7    1    4    5    6       
Vardas3129     Pavarde3129    10   3    8    2    3    8       
Vardas3130     Pavarde3130    5    3    6    10   6    8       
Vardas3131     Pavarde3131    4    4    3    7    3    2       
Vardas3132     Pavarde3132    3    4    8    7    4    5       
Vardas3133     Pavarde3133    4    4    8    2    6    3       
Vardas3134     Pavarde3134    4    3    8    1    6    7       
Vardas3135     Pavarde3135    9    6    10   9    5    6       
Vardas3136     Pavarde3136    9    7    5    5    3    2       
Vardas3137     Pavarde3137    10   1    9    10   6    3       
Vardas3138     Pavarde3138    2    2    9    6    10   9       
Vardas3139     Pavarde3139    10   6    6    6    1    9       
Vardas3140     Pavarde3140    2    7    10   3    8    7       
Vardas3141     Pavarde3141    3    2    3    10   6    4       
Vardas3142     Pavarde3142    2    8    1    7    3    9       
Vardas3143     Pavarde3143    6    4    8    7    1    9       
Vardas3144     Pavarde3144    2    9    1    9    6    6       
Vardas3145     Pavarde3145    9    5    4    9    2    9       
Vardas3146     Pavarde3146    5    6    7    8    2    8       
Vardas3147     Pavarde3147    2    3    6    8    5    4       
Vardas3148     Pavarde3148    8    6    8    7    1    2       
Vardas3149     Pavarde3149    3    5    8    5    3    2       
Vardas3150     Pavarde3150    9    4    4    3    10   3       
Vardas3151     Pavarde3151    4    7    4    5    5    2       
Vardas3152     Pavarde3152    2    4    7    10   7    1       
Vardas3153     Pavarde3153    7    10   10   4    5    10      
Vardas3154     Pavarde3154    4    8    5    3    9    3       
Vardas3155     Pavarde3155    5    3    4    3    1    6       
Vardas3156     Pavarde3156    4    8    10   7    7    1       
Vardas3157     Pavarde3157    2    1    2    9    5    9       
Vardas3158     Pavarde3158    4    10   10   3    5    2       
Vardas3159     Pavarde3159    10   5    8    3    4    9       
Vardas3160     Pavarde3160    5    2    2    5    1    3       
Vardas3161     Pavarde3161    7    7    2    3    3    7       
Vardas3162     Pavarde3162    8    8    6    4    9    2       
Vardas3163     Pavarde3163    7    6    1    4    4    7       
Vardas3164     Pavarde3164    1    10   6    6    6    7       
Vardas3165     Pavarde3165    1    6    5    9    9    10      
Vardas3166     Pavarde3166    10   3    3    4    6    9       
Vardas3167     Pavarde3167    10   9    6    3    2    1       
Vardas3168     Pavarde3168    1    5    8    8    3    3       
Vardas3169     Pavarde3169    1    1    5    7    9    5       
Vardas3170     Pavarde3170    9    2    1    3    3    9       
Vardas3171     Pavarde3171    6    3    6    8    9    6       
Vardas3172     Pavarde3172    5    1    9    1    4    9       
Vardas3173     Pavarde3173    5    7    6    1    7    9       
Vardas3174     Pavarde3174    2    10   5    1    7    9       
Vardas3175     Pavarde3175    5    10   2    1    8    6       
Vardas3176     Pavarde3176    7    1    5    1    9    9       
Vardas3177     Pavarde3177    6    3    2    7    7    3       
Vardas3178     Pavarde3178    8    1    9    2    4    2       
Vardas3179     Pavarde3179    4    3    8    7    5    1       
Vardas3180     Pavarde3180    5    8    1    5    7    6       
Vardas3181     Pavarde3181    2    2    8    2    2    10      
Vardas3182     Pavarde3182    9    1    8    5    7    2       
Vardas3183     Pavarde3183    6    7    10   8    1    6       
Vardas3184     Pavarde3184    10   1    1    6    4    6       
Vardas3185     Pavarde3185    1    9    6    6    8    2       
Vardas3186     Pavarde3186    10   10   7    10   8    3       
Vardas3187     Pavarde3187    1    7    3    8    10   4       
Vardas3188     Pavarde3188    2    10   7    3    6    3       
Vardas3189     Pavarde3189    8    1    5    8    2    5       
Vardas3190     Pavarde3190    4    4    3    3    1    7       
Vardas3191     Pavarde3191    7    10   1    5    5    5       
Vardas3192     Pavarde3192    10   1    8    9    9    7       
Vardas3193     Pavarde3193    3    6    8    4    1    6       
Vardas3194     Pavarde3194    6    9    10   9    10   10      
Vardas3195     Pavarde3195    7    1    8    4    9    3       
Vardas3196     Pavarde3196    8    8    2    9    7    8       
Vardas3197     Pavarde3197    6    4    4    10   3    5       
Vardas3198     Pavarde3198    3    8    9    7    7    4       
Vardas3199     Pavarde3199    1    10   5    1    6    10      
Vardas3200     Pavarde3200    2    8    6    3    2    2       
Vardas3201     Pavarde3201    8    3    9    10   3    8       
Vardas3202     Pavarde3202    1    2    9    5    4    9       
Vardas3203     Pavarde3203    2    6    8    6    3    4       
Vardas3204     Pavarde3204    3    9    3    3    8    10      
Vardas3205     Pavarde3205    7    5    4    8    8    2       
Vardas3206     Pavarde3206    7    4    10   4    3    6       
Vardas3207     Pavarde3207    10   6    10   10   1    3       
Vardas3208     Pavarde3208    9    8    5    2    5    3       
Vardas3209     Pavarde3209    3    5    7    10   1    9       
Vardas3210     Pavarde3210    3    4    7    6    5    5       
Vardas3211     Pavarde3211    8    4    8    7    1    10      
Vardas3212     Pavarde3212    2    10   5    3    5    5       
Vardas3213     Pavarde3213    1    8    7    5    6    8       
Vardas3214     Pavarde3214    2    8    8    3    3    7       
Vardas3215     Pavarde3215    1    6    2    8    7    8       
Vardas3216     Pavarde3216    2    9    9    4    9    4       
Vardas3217     Pavarde3217    7    3    2    7    8    5       
Vardas3218     Pavarde3218    5    6    5    10   10   9       
Vardas3219     Pavarde3219    5    4    1    10   3    9       
Vardas3220     Pavarde3220    3    3    5    6    2    9       
Vardas3221     Pavarde3221    1    10   2    9    9    8       
Vardas3222     Pavarde3222    6    5    7    1    9    10      
Vardas3223     Pavarde3223    5    5    7    6    10   1       
Vardas3224     Pavarde3224    9    7    2    8    6    1       
Vardas3225     Pavarde3225    4    5    2    8    5    1       
Vardas3226     Pavarde3226    9    10   10   6    3    5       
Vardas3227     Pavarde3227    5    6    10   7    4    4       
Vardas3228     Pavarde3228    2    6    10   10   2    5       
Vardas3229     Pavarde3229    6    5    10   3    8    2       
Vardas3230     Pavarde3230    2    6    8    1    6    5       
Vardas3231     Pavarde3231    8    10   7    8    5    8       
Vardas3232     Pavarde3232    9    6    3    4    3    5       
Vardas3233     Pavarde3233    4    6    4    6    7    8       
Vardas3234     Pavarde3234    9    6    4    8    9    2       
Vardas3235     Pavarde3235    6    10   7    3    2    7       
Vardas3236     Pavarde3236    4    2    3    1    5    2       
Vardas3237     Pavarde3237    6    9    7    3    8    8       
